192.100.16.66,HeliumLevel,BoreTemperature
2022-10-21 05:00:20,88.6999969482422,42.2999992370606
2022-10-21 09:09:10,88.8000030517578,42.2999992370606
2022-10-21 09:09:36,88.8000030517578,42.2999992370606
2022-10-22 05:00:21,88.8000030517578,43.0
2022-10-22 09:53:40,88.8000030517578,42.2999992370606
2022-10-22 09:54:05,88.8000030517578,42.2999992370606
2022-10-23 05:00:20,88.8000030517578,42.2999992370606
2022-10-23 09:58:51,88.6999969482422,42.2999992370606
2022-10-23 09:59:16,88.6999969482422,42.2999992370606
2022-10-24 05:00:21,88.6999969482422,42.2999992370606
2022-10-24 09:36:59,88.8000030517578,42.2999992370606
2022-10-24 09:37:24,88.8000030517578,42.2999992370606
2022-10-25 05:00:20,88.8000030517578,43.0
2022-10-25 10:24:46,88.8000030517578,42.2999992370606
2022-10-25 10:25:11,88.8000030517578,42.2999992370606
